spawnId,enemyId,enemyCount,attackLevel,hpLevel,meatDropRate,meatDropCount,exp,,,플레이 타임 (초),몇 초당 한번 강화?,총 강화 횟수
stage_11,E_TurtleBread_01,3,45,41,0,3,24,,,,,
stage_11,E_CrabCoconut_01,2,45,41,0.36,3,36,,,,,
stage_11,E_TurtleBread_01,3,45,41,0,3,24,,,,,
stage_11,E_CrabCoconut_01,2,45,41,0,3,36,,,,,
stage_11,E_TurtleBread_01,3,45,41,0.36,3,24,,,,,
stage_11,E_CrabCoconut_01,2,49,44,0,3,36,,,,,
stage_11,E_TurtleBread_01,3,49,44,0.24,3,24,,,,,
stage_11,E_CrabCoconut_01,2,49,44,0,3,36,,,,,
stage_11,E_TurtleBread_01,2,49,44,0,3,24,,,,,
stage_11,E_CrabCoconut_01,2,49,44,0.54,3,36,,,,,
stage_11,E_TurtleBread_02,2,53,47,0,3,24,,,,,
stage_11,E_TurtleBread_02,2,53,47,0.24,3,24,,,,,
stage_11,E_TurtleBread_02,2,53,47,0,3,24,,,,,
stage_11,E_TurtleBread_02,2,53,47,0,3,24,,,,,
stage_11,E_TurtleBread_02,2,53,47,0.36,3,24,,,,,
stage_11,E_TurtleBread_Boss_01,1,37,45,0,3,0,,,,,
