id,attackObjectId,isRanged,targetSideType,targetMin,targetMax,targetDetailType,actionVfxId,actionSfxId,damageVfxId,damageSfxId,cameraShakeId,damageParticlePointId,effectAreaMin,effectAreaMax,statusEffectType,abilityEffectValue,stringValues
AblEff_P_IceBottle_G3_0,AO_P_IceBottle,TRUE,Enemy,0,4,All,-99999,SFX_Ability_BottleThrow_Knife_Throw_Swoosh,VFX_Hit_Ground_Light_0,SFX_Hit_Bottle_Glass_Shatter_1,-99999,Ground,0,0,[Freeze;Damage;None;None;None],[1;1.5;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_IceBottleEnergyDrink_G2_0,AO_P_IceBottle,TRUE,Enemy,0,2,All,-99999,SFX_Ability_BottleThrow_Knife_Throw_Swoosh,VFX_Hit_Ground_Light_0,SFX_Hit_Bottle_Glass_Shatter_1,-99999,Ground,0,0,[Freeze;Damage;None;None;None],[1;1.5;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_IceBottleEnergyDrink_G2_1,-99999,FALSE,Self,0,0,Closest1,-99999,-99999,-99999,-99999,-99999,-99999,0,0,[Shield;None;None;None;None],[1;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_IceBottleEnergyDrink_G3_0,AO_P_IceBottle,TRUE,Enemy,0,3,All,-99999,SFX_Ability_BottleThrow_Knife_Throw_Swoosh,VFX_Hit_Ground_Light_0,SFX_Hit_Bottle_Glass_Shatter_1,-99999,Ground,0,0,[Freeze;Damage;None;None;None],[1;1.5;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_IceBottleEnergyDrink_G3_1,-99999,FALSE,Self,0,0,Closest1,-99999,-99999,-99999,-99999,-99999,,0,0,[Shield;None;None;None;None],[1;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_BombChili_G1_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[BombChili;None;None;None;None],[3;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_BombChili_G2_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[BombChili;None;None;None;None],[4;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_BombChili_G3_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[BombChili;None;None;None;None],[5;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_BombChiliEnergyDrink_G2_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[BombChili;EnergyDrink;None;None;None],[3;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_BombChiliEnergyDrink_G3_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[BombChili;EnergyDrink;None;None;None],[3;2;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_EnergyDrink_G1_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[EnergyDrink;None;None;None;None],[3;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_EnergyDrink_G2_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[EnergyDrink;None;None;None;None],[4;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_EnergyDrink_G3_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[EnergyDrink;None;None;None;None],[5;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_EnergyDrinkMintCandy_G2_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[EnergyDrink;MintCandy;None;None;None],[3;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_EnergyDrinkMintCandy_G3_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[EnergyDrink;MintCandy;None;None;None],[3;2;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_CoconutShield_G1_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[Shield;None;None;None;None],[3;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_CoconutShield_G2_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[Shield;None;None;None;None],[4;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_CoconutShield_G3_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[Shield;None;None;None;None],[5;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_CoconutBombChili_G2_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[Shield;BombChili;None;None;None],[3;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_CoconutBombChili_G3_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[Shield;BombChili;None;None;None],[3;2;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_Meat_G1_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[Meat;None;None;None;None],[3;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_Meat_G2_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[Meat;None;None;None;None],[4;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_Meat_G3_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[Meat;None;None;None;None],[5;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_MeatCoconutShield_G2_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[Meat;Shield;None;None;None],[3;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_MeatCoconutShield_G3_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[Meat;Shield;None;None;None],[3;2;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_MintCandy_G1_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[MintCandy;None;None;None;None],[3;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_MintCandy_G2_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[MintCandy;None;None;None;None],[4;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_MintCandy_G3_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[MintCandy;None;None;None;None],[5;0;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_MintCandyMeat_G2_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[MintCandy;Meat;None;None;None],[3;1;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_MintCandyMeat_G3_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[MintCandy;Meat;None;None;None],[3;2;0;0;0],[-99999;-99999;-99999;-99999;-99999]
AblEff_P_SnackSet_G3_0,-99999,FALSE,Self,0,0,All,-99999,SFX_Ability_EatFood_Game_Eat_or_Crunch,-99999,-99999,-99999,,0,0,[BombChili;Shield;EnergyDrink;Meat;MintCandy],[1;1;1;1;1],[-99999;-99999;-99999;-99999;-99999]
