id,grade,mainIconId,subIconId,abilityNameText,abilityDescriptionText,animationName,skinType,skinName,abilityType,abilityEndTime,chainId,usablePositionMin,usablePositionMax,abilityEffectId
Abl_P_FireBottle_G2,2,UI_Icon_Skill_P_FireBottle,-99999,Ability/Name/Abl_P_FireBottle_G2,[Ability/Exp/Abl_P_FireBottle_G2;StatusEffect/NameExp/BurningOil;-99999],A_P_ThrowBottle,ItemThrow,item_throw/Object_Jar_Jam,Jar,0.766,Left_2,0,0,[AblEff_P_FireBottle_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_FireBottle_G3,3,UI_Icon_Skill_P_FireBottle,-99999,Ability/Name/Abl_P_FireBottle_G3,[Ability/Exp/Abl_P_FireBottle_G3;StatusEffect/NameExp/BurningOil;-99999],A_P_ThrowBottle,ItemThrow,item_throw/Object_Jar_Jam,Jar,0.766,Left_3,0,0,[AblEff_P_FireBottle_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_FireBottlePlus_G2,2,UI_Icon_Skill_P_FireBottle,UI_Icon_Skill_Plus,Ability/Name/Abl_P_FireBottlePlus_G2,[Ability/Exp/Abl_P_FireBottlePlus_G2;StatusEffect/NameExp/BurningOil;-99999],A_P_ThrowBottle2,ItemThrow,item_throw/Object_Jar_Jam,Jar,0.766,Left_2,0,0,[AblEff_P_FireBottlePlus_G2_0;AblEff_P_FireBottlePlus_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_FireBottlePlus_G3,3,UI_Icon_Skill_P_FireBottle,UI_Icon_Skill_PlusDouble,Ability/Name/Abl_P_FireBottlePlus_G3,[Ability/Exp/Abl_P_FireBottlePlus_G3;StatusEffect/NameExp/BurningOil;-99999],A_P_ThrowBottle2,ItemThrow,item_throw/Object_Jar_Jam,Jar,0.766,Left_3,0,0,[AblEff_P_FireBottlePlus_G3_0;AblEff_P_FireBottlePlus_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_IceBottle_G1,1,UI_Icon_Skill_P_IceBottle,-99999,Ability/Name/Abl_P_IceBottle_G1,[Ability/Exp/Abl_P_IceBottle_G1;StatusEffect/NameExp/Freeze;-99999],A_P_ThrowBottle,ItemThrow,item_throw/Object_Jar_Ice,Jar,0.766,All_1,0,0,[AblEff_P_IceBottle_G1_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_IceBottle_G2,2,UI_Icon_Skill_P_IceBottle,-99999,Ability/Name/Abl_P_IceBottle_G2,[Ability/Exp/Abl_P_IceBottle_G2;StatusEffect/NameExp/Freeze;-99999],A_P_ThrowBottle,ItemThrow,item_throw/Object_Jar_Ice,Jar,0.766,All_2,0,0,[AblEff_P_IceBottle_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_IceBottle_G3,3,UI_Icon_Skill_P_IceBottle,-99999,Ability/Name/Abl_P_IceBottle_G3,[Ability/Exp/Abl_P_IceBottle_G3;StatusEffect/NameExp/Freeze;-99999],A_P_ThrowBottle,ItemThrow,item_throw/Object_Jar_Ice,Jar,0.766,All_3,0,0,[AblEff_P_IceBottle_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_IceBottleEnergyDrink_G2,2,UI_Icon_Skill_P_IceBottleEnergyDrink,-99999,Ability/Name/Abl_P_IceBottleEnergyDrink_G2,[Ability/Exp/Abl_P_IceBottleEnergyDrink_G2;StatusEffect/NameExp/Freeze;StatusEffect/NameExp/EnergyDrink],A_P_ThrowBottle,ItemThrow,item_throw/Object_Jar_Ice,Jar,0.766,All_2,0,0,[AblEff_P_IceBottleEnergyDrink_G2_0;AblEff_P_IceBottleEnergyDrink_G2_1;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_IceBottleEnergyDrink_G3,3,UI_Icon_Skill_P_IceBottleEnergyDrink,-99999,Ability/Name/Abl_P_IceBottleEnergyDrink_G3,[Ability/Exp/Abl_P_IceBottleEnergyDrink_G3;StatusEffect/NameExp/Freeze;StatusEffect/NameExp/EnergyDrink],A_P_ThrowBottle,ItemThrow,item_throw/Object_Jar_Ice,Jar,0.766,All_3,0,0,[AblEff_P_IceBottleEnergyDrink_G3_0;AblEff_P_IceBottleEnergyDrink_G3_1;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_BombChili_G1,1,UI_Icon_Skill_P_BombChili,-99999,Ability/Name/Abl_P_BombChili_G1,[Ability/Exp/Abl_P_BombChili_G1;StatusEffect/NameExp/BombChili;-99999],A_P_Item_Consume,ItemConsume,item_consume/Food_BombChili,Snack,0.7,All_1,0,0,[AblEff_P_BombChili_G1_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_BombChili_G2,2,UI_Icon_Skill_P_BombChili,-99999,Ability/Name/Abl_P_BombChili_G2,[Ability/Exp/Abl_P_BombChili_G2;StatusEffect/NameExp/BombChili;-99999],A_P_Item_Consume,ItemConsume,item_consume/Food_BombChili,Snack,0.7,All_2,0,0,[AblEff_P_BombChili_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_BombChili_G3,3,UI_Icon_Skill_P_BombChili,-99999,Ability/Name/Abl_P_BombChili_G3,[Ability/Exp/Abl_P_BombChili_G3;StatusEffect/NameExp/BombChili;-99999],A_P_Item_Consume,ItemConsume,item_consume/Food_BombChili,Snack,0.7,All_3,0,0,[AblEff_P_BombChili_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_BombChiliEnergyDrink_G2,2,UI_Icon_Skill_P_BombChiliEnergyDrink,-99999,Ability/Name/Abl_P_BombChiliEnergyDrink_G2,[Ability/Exp/Abl_P_BombChiliEnergyDrink_G2;StatusEffect/NameExp/BombChili;StatusEffect/NameExp/EnergyDrink],A_P_Item_Consume,ItemConsume,item_consume/Food_BombChili,Snack,0.7,All_2,0,0,[AblEff_P_BombChiliEnergyDrink_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_BombChiliEnergyDrink_G3,3,UI_Icon_Skill_P_BombChiliEnergyDrink,-99999,Ability/Name/Abl_P_BombChiliEnergyDrink_G3,[Ability/Exp/Abl_P_BombChiliEnergyDrink_G3;StatusEffect/NameExp/BombChili;StatusEffect/NameExp/EnergyDrink],A_P_Item_Consume,ItemConsume,item_consume/Food_BombChili,Snack,0.7,All_3,0,0,[AblEff_P_BombChiliEnergyDrink_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_EnergyDrink_G1,1,UI_Icon_Skill_P_EnergyDrink,-99999,Ability/Name/Abl_P_EnergyDrink_G1,[Ability/Exp/Abl_P_EnergyDrink_G1;StatusEffect/NameExp/EnergyDrink;-99999],A_P_Item_Consume,ItemConsume,item_consume/Food_EnergyDrink,Snack,0.7,All_1,0,0,[AblEff_P_EnergyDrink_G1_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_EnergyDrink_G2,2,UI_Icon_Skill_P_EnergyDrink,-99999,Ability/Name/Abl_P_EnergyDrink_G2,[Ability/Exp/Abl_P_EnergyDrink_G2;StatusEffect/NameExp/EnergyDrink;-99999],A_P_Item_Consume,ItemConsume,item_consume/Food_EnergyDrink,Snack,0.7,All_2,0,0,[AblEff_P_EnergyDrink_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_EnergyDrink_G3,3,UI_Icon_Skill_P_EnergyDrink,-99999,Ability/Name/Abl_P_EnergyDrink_G3,[Ability/Exp/Abl_P_EnergyDrink_G3;StatusEffect/NameExp/EnergyDrink;-99999],A_P_Item_Consume,ItemConsume,item_consume/Food_EnergyDrink,Snack,0.7,All_3,0,0,[AblEff_P_EnergyDrink_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_EnergyDrinkMintCandy_G2,2,UI_Icon_Skill_P_EnergyDrinkMintCandy,-99999,Ability/Name/Abl_P_EnergyDrinkMintCandy_G2,[Ability/Exp/Abl_P_EnergyDrinkMintCandy_G2;StatusEffect/NameExp/EnergyDrink;StatusEffect/NameExp/MintCandy],A_P_Item_Consume,ItemConsume,item_consume/Food_EnergyDrink,Snack,0.7,All_2,0,0,[AblEff_P_EnergyDrinkMintCandy_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_EnergyDrinkMintCandy_G3,3,UI_Icon_Skill_P_EnergyDrinkMintCandy,-99999,Ability/Name/Abl_P_EnergyDrinkMintCandy_G3,[Ability/Exp/Abl_P_EnergyDrinkMintCandy_G3;StatusEffect/NameExp/EnergyDrink;StatusEffect/NameExp/MintCandy],A_P_Item_Consume,ItemConsume,item_consume/Food_EnergyDrink,Snack,0.7,All_3,0,0,[AblEff_P_EnergyDrinkMintCandy_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_CoconutShield_G1,1,UI_Icon_Skill_P_CoconutShield,-99999,Ability/Name/Abl_P_CoconutShield_G1,[Ability/Exp/Abl_P_CoconutShield_G1;StatusEffect/NameExp/Shield;-99999],A_P_Item_Consume,ItemConsume,item_consume/Food_CoconutShield,Snack,0.7,All_1,0,0,[AblEff_P_CoconutShield_G1_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_CoconutShield_G2,2,UI_Icon_Skill_P_CoconutShield,-99999,Ability/Name/Abl_P_CoconutShield_G2,[Ability/Exp/Abl_P_CoconutShield_G2;StatusEffect/NameExp/Shield;-99999],A_P_Item_Consume,ItemConsume,item_consume/Food_CoconutShield,Snack,0.7,All_2,0,0,[AblEff_P_CoconutShield_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_CoconutShield_G3,3,UI_Icon_Skill_P_CoconutShield,-99999,Ability/Name/Abl_P_CoconutShield_G3,[Ability/Exp/Abl_P_CoconutShield_G3;StatusEffect/NameExp/Shield;-99999],A_P_Item_Consume,ItemConsume,item_consume/Food_CoconutShield,Snack,0.7,All_3,0,0,[AblEff_P_CoconutShield_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_CoconutBombChili_G2,2,UI_Icon_Skill_P_CoconutBombChili,-99999,Ability/Name/Abl_P_CoconutBombChili_G2,[Ability/Exp/Abl_P_CoconutBombChili_G2;StatusEffect/NameExp/Shield;StatusEffect/NameExp/BombChili],A_P_Item_Consume,ItemConsume,item_consume/Food_CoconutShield,Snack,0.7,All_2,0,0,[AblEff_P_CoconutBombChili_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_CoconutBombChili_G3,3,UI_Icon_Skill_P_CoconutBombChili,-99999,Ability/Name/Abl_P_CoconutBombChili_G3,[Ability/Exp/Abl_P_CoconutBombChili_G3;StatusEffect/NameExp/Shield;StatusEffect/NameExp/BombChili],A_P_Item_Consume,ItemConsume,item_consume/Food_CoconutShield,Snack,0.7,All_3,0,0,[AblEff_P_CoconutBombChili_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_Meat_G1,1,UI_Icon_Skill_P_Meat,-99999,Ability/Name/Abl_P_Meat_G1,[Ability/Exp/Abl_P_Meat_G1;StatusEffect/NameExp/Meat;-99999],A_P_Item_Consume,ItemConsume,item_consume/Food_Meat,Snack,0.7,All_1,0,0,[AblEff_P_Meat_G1_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_Meat_G2,2,UI_Icon_Skill_P_Meat,-99999,Ability/Name/Abl_P_Meat_G2,[Ability/Exp/Abl_P_Meat_G2;StatusEffect/NameExp/Meat;-99999],A_P_Item_Consume,ItemConsume,item_consume/Food_Meat,Snack,0.7,All_2,0,0,[AblEff_P_Meat_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_Meat_G3,3,UI_Icon_Skill_P_Meat,-99999,Ability/Name/Abl_P_Meat_G3,[Ability/Exp/Abl_P_Meat_G3;StatusEffect/NameExp/Meat;-99999],A_P_Item_Consume,ItemConsume,item_consume/Food_Meat,Snack,0.7,All_3,0,0,[AblEff_P_Meat_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_MeatCoconutShield_G2,2,UI_Icon_Skill_P_MeatCoconutShield,-99999,Ability/Name/Abl_P_MeatCoconutShield_G2,[Ability/Exp/Abl_P_MeatCoconutShield_G2;StatusEffect/NameExp/Meat;StatusEffect/NameExp/Shield],A_P_Item_Consume,ItemConsume,item_consume/Food_Meat,Snack,0.7,All_2,0,0,[AblEff_P_MeatCoconutShield_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_MeatCoconutShield_G3,3,UI_Icon_Skill_P_MeatCoconutShield,-99999,Ability/Name/Abl_P_MeatCoconutShield_G3,[Ability/Exp/Abl_P_MeatCoconutShield_G3;StatusEffect/NameExp/Meat;StatusEffect/NameExp/Shield],A_P_Item_Consume,ItemConsume,item_consume/Food_Meat,Snack,0.7,All_3,0,0,[AblEff_P_MeatCoconutShield_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_MintCandy_G1,1,UI_Icon_Skill_P_MintCandy,-99999,Ability/Name/Abl_P_MintCandy_G1,[Ability/Exp/Abl_P_MintCandy_G1;StatusEffect/NameExp/MintCandy;-99999],A_P_Item_Consume,ItemConsume,item_consume/Food_MintCandy,Snack,0.7,All_1,0,0,[AblEff_P_MintCandy_G1_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_MintCandy_G2,2,UI_Icon_Skill_P_MintCandy,-99999,Ability/Name/Abl_P_MintCandy_G2,[Ability/Exp/Abl_P_MintCandy_G2;StatusEffect/NameExp/MintCandy;-99999],A_P_Item_Consume,ItemConsume,item_consume/Food_MintCandy,Snack,0.7,All_2,0,0,[AblEff_P_MintCandy_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_MintCandy_G3,3,UI_Icon_Skill_P_MintCandy,-99999,Ability/Name/Abl_P_MintCandy_G3,[Ability/Exp/Abl_P_MintCandy_G3;StatusEffect/NameExp/MintCandy;-99999],A_P_Item_Consume,ItemConsume,item_consume/Food_MintCandy,Snack,0.7,All_3,0,0,[AblEff_P_MintCandy_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_MintCandyMeat_G2,2,UI_Icon_Skill_P_MintCandyMeat,-99999,Ability/Name/Abl_P_MintCandyMeat_G2,[Ability/Exp/Abl_P_MintCandyMeat_G2;StatusEffect/NameExp/MintCandy;StatusEffect/NameExp/Meat],A_P_Item_Consume,ItemConsume,item_consume/Food_MintCandy,Snack,0.7,All_2,0,0,[AblEff_P_MintCandyMeat_G2_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_MintCandyMeat_G3,3,UI_Icon_Skill_P_MintCandyMeat,-99999,Ability/Name/Abl_P_MintCandyMeat_G3,[Ability/Exp/Abl_P_MintCandyMeat_G3;StatusEffect/NameExp/MintCandy;StatusEffect/NameExp/Meat],A_P_Item_Consume,ItemConsume,item_consume/Food_MintCandy,Snack,0.7,All_3,0,0,[AblEff_P_MintCandyMeat_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
Abl_P_SnackSet_G3,3,UI_Icon_Skill_P_SnackSet,-99999,Ability/Name/Abl_P_SnackSet_G3,[Ability/Exp/Abl_P_SnackSet_G3;StatusEffect/NameExp/BombChili;StatusEffect/NameExp/EnergyDrink],A_P_Item_Consume,ItemConsume,item_consume/Food_BombChili,Snack,0.7,All_3,0,0,[AblEff_P_SnackSet_G3_0;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999;-99999]
