group,key,English,Korean,중복 체크
Ability,Name/Abl_P_SwingShield_G3,<sprite name=Skill_MainWeapon>Swing & iron wall block,<sprite name=Skill_MainWeapon>휘두르고 철벽 막기,-99999
Ability,Name/Abl_P_PowerSlam_G1,<sprite name=Skill_MainWeapon>power slam,<sprite name=Skill_MainWeapon>강력 일격,-99999
Ability,Name/Abl_P_PowerSlamBurningOil_G2,<sprite name=Skill_MainWeapon>Fire power slam,<sprite name=Skill_MainWeapon>화염 강력 일격,-99999
Ability,Name/Abl_P_PowerSlamBurningOil_G3,<sprite name=Skill_MainWeapon>Ferocious flame power slam,<sprite name=Skill_MainWeapon>사나운 화염 강력 일격,-99999
Ability,Name/Abl_PowerSlamCoconutShield_G2,<sprite name=Skill_MainWeapon>Coconut power slam,<sprite name=Skill_MainWeapon>코코넛 강력 일격,-99999
Ability,Name/Abl_PowerSlamCoconutShield_G3,<sprite name=Skill_MainWeapon>Iron coconut power slam,<sprite name=Skill_MainWeapon>철벽 코코넛 강력 일격,-99999
Ability,Name/Abl_PowerSlamWide_G2,<sprite name=Skill_MainWeapon>Wide powerful Strike,<sprite name=Skill_MainWeapon>광역 강력 일격,-99999
Ability,Name/Abl_PowerSlamWide_G3,<sprite name=Skill_MainWeapon>Wide super powerful strike+,<sprite name=Skill_MainWeapon>광역 초강력 일격,-99999
Ability,Name/Abl_P_TeaForkShoot_G1,<sprite name=Skill_Teafork>Throw tea fork,<sprite name=Skill_Teafork>티 포크 투척,-99999
Ability,Name/Abl_P_TeaForkShootEnergyDrink_G2,<sprite name=Skill_Teafork>A spirited tea fork,<sprite name=Skill_Teafork>기운 넘치는 티 포크,-99999
Ability,Name/Abl_P_TeaForkShootEnergyDrink_G3,<sprite name=Skill_Teafork>Ferocious tea fork,<sprite name=Skill_Teafork>격렬한 티 포크,-99999
Ability,Name/Abl_P_TeaForkShootFreeze_G2,<sprite name=Skill_Teafork>Throw ice tea fork,<sprite name=Skill_Teafork>얼음 티 포크 투척,-99999
Ability,Name/Abl_P_TeaForkShootFreeze_G3,<sprite name=Skill_Teafork>Throw instant freeze tea fork,<sprite name=Skill_Teafork>즉석 냉동 티 포크 투척,-99999
Ability,Name/Abl_P_TeaForkShootPlus_G2,<sprite name=Skill_Teafork>Continuous tea fork throw,<sprite name=Skill_Teafork>티 포크 연속 투척,-99999
Ability,Name/Abl_P_TeaForkShootPlus_G3,<sprite name=Skill_Teafork>Tea fork storm,<sprite name=Skill_Teafork>티 포크 폭풍,-99999
Ability,Name/Abl_P_TeaForkDrop_G1,<sprite name=Skill_Teafork>Tea fork drop,<sprite name=Skill_Teafork>티 포크 낙하,-99999
Ability,Name/Abl_P_TeaForkDropMeat_G2,<sprite name=Skill_Teafork>Eat meat with a tea fork,<sprite name=Skill_Teafork>티 포크로 고기 먹기,-99999
Ability,Name/Abl_P_TeaForkDropMeat_G3,<sprite name=Skill_Teafork>Eat a lot of meat with a tea fork,<sprite name=Skill_Teafork>티 포크로 고기 잔뜩 먹기,-99999
Ability,Name/Abl_P_TeaForkDropStickyJam_G2,<sprite name=Skill_Teafork>Jam tea fork drop,<sprite name=Skill_Teafork>잼 티 포크 낙하,-99999
Ability,Name/Abl_P_TeaForkDropStickyJam_G3,<sprite name=Skill_Teafork>Pouring jam tea fork,<sprite name=Skill_Teafork>쏟아지는 잼 티 포크,-99999
Ability,Name/Abl_P_TeaForkDropMintCandy_G2,<sprite name=Skill_Teafork>Refreshing Tea Fork Drop,<sprite name=Skill_Teafork>상큼한 티 포크 낙하,-99999
Ability,Name/Abl_P_TeaForkDropMintCandy_G3,<sprite name=Skill_Teafork>Appetizing Tea Fork Drop,<sprite name=Skill_Teafork>입맛 돋구는 티 포크 낙하,-99999
Ability,Name/Abl_P_TeaForkDropPlus_G2,<sprite name=Skill_Teafork>Consecutive tea fork drop,<sprite name=Skill_Teafork>연속 티 포크 낙하,-99999
Ability,Name/Abl_P_TeaForkDropPlus_G3,<sprite name=Skill_Teafork>Numerous tea forks falling,<sprite name=Skill_Teafork>무수한 잼 티 포크 낙하,-99999
Ability,Name/Abl_P_JamBottle_G1,<sprite name=Skill_Jar>Jam bottle throw,<sprite name=Skill_Jar>잼 병 던지기,-99999
Ability,Name/Abl_P_JamBottle_G2,<sprite name=Skill_Jar>Throw a lot of jam bottles,<sprite name=Skill_Jar>잼 병 많이 던지기,-99999
Ability,Name/Abl_P_JamBottle_G3,<sprite name=Skill_Jar>Pouring jam bottles,<sprite name=Skill_Jar>쏟아지는 잼 병,-99999
Ability,Name/Abl_P_JamBottleCoconutShield_G2,<sprite name=Skill_Jar>Coconut Flavored Jam Bottle,<sprite name=Skill_Jar>코코넛 맛 잼 병,-99999
Ability,Name/Abl_P_JamBottleCoconutShield_G3,<sprite name=Skill_Jar>A Bottle of rich coconut flavored jam,<sprite name=Skill_Jar>진한 코코넛 맛 잼 병,-99999
Ability,Name/Abl_P_FireBottle_G1,<sprite name=Skill_Jar>Fire bottle throw,<sprite name=Skill_Jar>화염 병 던지기,-99999
Ability,Name/Abl_P_FireBottle_G2,<sprite name=Skill_Jar>Throws a lot of fire bottles,<sprite name=Skill_Jar>화염 병 많이 던지기,-99999
Ability,Name/Abl_P_FireBottle_G3,<sprite name=Skill_Jar>Pouring fire bottles,<sprite name=Skill_Jar>쏟아지는 화염 병,-99999
Ability,Name/Abl_P_FireBottlePlus_G2,<sprite name=Skill_Jar>Consecutive fire bottle throw,<sprite name=Skill_Jar>화염 병 연속 던지기,-99999
Ability,Name/Abl_P_FireBottlePlus_G3,<sprite name=Skill_Jar>Storm of fire bottles,<sprite name=Skill_Jar>화염 병의 폭풍,-99999
Ability,Name/Abl_P_IceBottle_G1,<sprite name=Skill_Jar>Ice bottle throw,<sprite name=Skill_Jar>얼음 병 던지기,-99999
Ability,Name/Abl_P_IceBottle_G2,<sprite name=Skill_Jar>Throw a lot of ice bottles,<sprite name=Skill_Jar>얼음 병 많이 던지기,-99999
Ability,Name/Abl_P_IceBottle_G3,<sprite name=Skill_Jar>Pouring Ice Jar,<sprite name=Skill_Jar>쏟아지는 얼음 병,-99999
Ability,Name/Abl_P_IceBottleEnergyDrink_G2,<sprite name=Skill_Jar>Invigorating ice bottle,<sprite name=Skill_Jar>기운 나는 얼음 병,-99999
Ability,Name/Abl_P_IceBottleEnergyDrink_G3,<sprite name=Skill_Jar>Invigorating ice bottle box,<sprite name=Skill_Jar>기운 나는 얼음 병 상자,-99999
Ability,Name/Abl_P_BombChili_G1,<sprite name=Skill_Snack>Eat bomb chili,<sprite name=Skill_Snack>폭탄 칠리 먹기,-99999
Ability,Name/Abl_P_BombChili_G2,<sprite name=Skill_Snack>Eat more bomb chilis,<sprite name=Skill_Snack>폭탄 칠리 마구 먹기,-99999
Ability,Name/Abl_P_BombChili_G3,<sprite name=Skill_Snack>Bomb chili pile,<sprite name=Skill_Snack>폭탄 칠리 무더기,-99999
Ability,Name/Abl_P_BombChiliEnergyDrink_G2,<sprite name=Skill_Snack>Explosive power,<sprite name=Skill_Snack>폭발적인 힘,-99999
Ability,Name/Abl_P_BombChiliEnergyDrink_G3,<sprite name=Skill_Snack>Bursting muscles,<sprite name=Skill_Snack>터질 듯한 근육,-99999
Ability,Name/Abl_P_EnergyDrink_G1,<sprite name=Skill_Snack>Drink energy drink,<sprite name=Skill_Snack>에너지 드링크 마시기,-99999
Ability,Name/Abl_P_EnergyDrink_G2,<sprite name=Skill_Snack>Drink more energy drinks,<sprite name=Skill_Snack>에너지 드링크 퍼마시기,-99999
Ability,Name/Abl_P_EnergyDrink_G3,<sprite name=Skill_Snack>Box of energy drinks,<sprite name=Skill_Snack>에너지 드링크 상자,-99999
Ability,Name/Abl_P_EnergyDrinkMintCandy_G2,<sprite name=Skill_Snack>A refreshing breeze,<sprite name=Skill_Snack>상큼한 바람,-99999
Ability,Name/Abl_P_EnergyDrinkMintCandy_G3,<sprite name=Skill_Snack>Refreshing typhoon,<sprite name=Skill_Snack>상큼한 태풍,-99999
Ability,Name/Abl_P_CoconutShield_G1,<sprite name=Skill_Snack>Eat coconut shield,<sprite name=Skill_Snack>코코넛 쉴드 먹기,-99999
Ability,Name/Abl_P_CoconutShield_G2,<sprite name=Skill_Snack>Eat more coconut shields,<sprite name=Skill_Snack>코코넛 쉴드 마구 먹기,-99999
Ability,Name/Abl_P_CoconutShield_G3,<sprite name=Skill_Snack>Bag of coconut shields,<sprite name=Skill_Snack>코코넛 쉴드 바구니,-99999
Ability,Name/Abl_P_CoconutBombChili_G2,<sprite name=Skill_Snack>A balanced diet,<sprite name=Skill_Snack>균형 있는 식사,-99999
Ability,Name/Abl_P_CoconutBombChili_G3,<sprite name=Skill_Snack>A meal that is both delicious and nutritious,<sprite name=Skill_Snack>맛도 좋고 영양가도 있는 식사,-99999
Ability,Name/Abl_P_Meat_G1,<sprite name=Skill_Snack>Eat meat,<sprite name=Skill_Snack>고기 먹기,-99999
Ability,Name/Abl_P_Meat_G2,<sprite name=Skill_Snack>Eat more meat,<sprite name=Skill_Snack>고기 마구 먹기,-99999
Ability,Name/Abl_P_Meat_G3,<sprite name=Skill_Snack>Mountain of meat,<sprite name=Skill_Snack>고기의 산,-99999
Ability,Name/Abl_P_MeatCoconutShield_G2,<sprite name=Skill_Snack>A hearty snack,<sprite name=Skill_Snack>든든한 간식,-99999
Ability,Name/Abl_P_MeatCoconutShield_G3,<sprite name=Skill_Snack>A hearty meal,<sprite name=Skill_Snack>든든한 한끼 식사,-99999
Ability,Name/Abl_P_MintCandy_G1,<sprite name=Skill_Snack>Eat mint candy,<sprite name=Skill_Snack>민트 사탕 먹기,-99999
Ability,Name/Abl_P_MintCandy_G2,<sprite name=Skill_Snack>Eat more mint candies,<sprite name=Skill_Snack>민트 사탕 마구 먹기,-99999
Ability,Name/Abl_P_MintCandy_G3,<sprite name=Skill_Snack>Box of mint candy,<sprite name=Skill_Snack>민트 사탕 상자,-99999
Ability,Name/Abl_P_MintCandyMeat_G2,<sprite name=Skill_Snack>A strange combination,<sprite name=Skill_Snack>기묘한 조합,-99999
Ability,Name/Abl_P_MintCandyMeat_G3,<sprite name=Skill_Snack>Master of Taste,<sprite name=Skill_Snack>맛의 달인,-99999
Ability,Name/Abl_P_SnackSet_G3,<sprite name=Skill_Snack>Gift Set,<sprite name=Skill_Snack>종합 선물 세트,-99999
Ability,Exp/Abl_P_BasicAttack_G0,Hit 1 enemy<c> dealing <sprite name=Damage_Normal><color=#ff6f16>small damage</color> ,적 1명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color> 줌 ,-99999
Ability,Exp/Abl_P_LeapAttack_G1,Hit 1 enemy<c> dealing <sprite name=Damage_Normal><color=#ff6f16>large damage</color> ,적 1명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>큰 피해</color> 줌 ,-99999
Ability,Exp/Abl_P_LeapAttackWide_G2,Hit 2 enemies<c> dealing <sprite name=Damage_Normal><color=#ff6f16>large damage</color> ,적 2명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>큰 피해</color> 줌 ,-99999
Ability,Exp/Abl_P_LeapAttackWide_G3,Hit 3 enemies<c> dealing <sprite name=Damage_Normal><color=#ff6f16>large damage</color> ,적 3명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>큰 피해</color> 줌 ,-99999
Ability,Exp/Abl_P_LeapAttackChili_G2,Hit 1 enemy<c> dealing <sprite name=Damage_Normal><color=#ff6f16>large damage</color> . Also give yourself <sprite name=Status_BombChili><color=#ff6f16>Bomb Chili</color> +2,적 1명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>큰 피해</color> 줌 . 또한 자신에게 <sprite name=Status_BombChili><color=#ff6f16>폭탄 칠리</color> +2,-99999
Ability,Exp/Abl_P_LeapAttackChili_G3,Hit 1 enemy<c> dealing <sprite name=Damage_Normal><color=#ff6f16>small damage</color> . Also give yourself <sprite name=Status_BombChili><color=#ff6f16>Bomb Chili</color> +3,적 1명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>큰 피해</color> 줌 . 또한 자신에게 <sprite name=Status_BombChili><color=#ff6f16>폭탄 칠리</color> +3,-99999
Ability,Exp/Abl_P_LeapAttackBurningOil_G2,Hit 1 enemy<c> dealing <sprite name=Damage_Normal><color=#ff6f16>large damage</color> and burning oil +2 ,적 1명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>큰 피해</color>를 주고 불 붙은 기름 +2 ,-99999
Ability,Exp/Abl_P_LeapAttackBurningOil_G3,Hit 1 enemy<c> dealing <sprite name=Damage_Normal><color=#ff6f16>large damage</color> and burning oil +3 ,적 1명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>큰 피해</color>를 주고 불 붙은 기름 +3 ,-99999
Ability,Exp/Abl_P_Swing_G1,Hit 1 enemy<c> dealing <sprite name=Damage_Normal><color=#ff6f16>medium damage</color> and burning oil +3 ,적 1명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>중간 피해</color> 줌 ,-99999
Ability,Exp/Abl_P_SwingFreeze_G2,Hit 1 enemy<c> dealing <sprite name=Damage_Normal><color=#ff6f16>medium damage</color> and <sprite name=Status_Freeze><color=#00baff>freeze</color> +1 ,적 1명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>중간 피해</color>를 주고 <sprite name=Status_Freeze><color=#00baff>동결</color> +1 ,-99999
Ability,Exp/Abl_P_SwingFreeze_G3,Hit 1 enemy<c> dealing <sprite name=Damage_Normal><color=#ff6f16>medium damage</color> and <sprite name=Status_Freeze><color=#00baff>freeze</color> +2 ,적 1명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>중간 피해</color>를 주고 <sprite name=Status_Freeze><color=#00baff>동결</color> +2 ,-99999
Ability,Exp/Abl_P_SwingShield_G2,Hit 1 enemy<c> dealing <sprite name=Damage_Normal><color=#ff6f16>medium damage</color> . Also give yourself <sprite name=Status_CoconutShield><color=#f4b900>Coconut Shield</color> +1,적 1명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>중간 피해</color> 줌 . 또한 자신에게 <sprite name=Status_CoconutShield><color=#f4b900>코코넛 쉴드</color> +1,-99999
Ability,Exp/Abl_P_SwingShield_G3,Hit 1 enemy<c> dealing <sprite name=Damage_Normal><color=#ff6f16>medium damage</color> . Also give yourself <sprite name=Status_CoconutShield><color=#f4b900>Coconut Shield</color> +2,적 1명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>중간 피해</color> 줌 . 또한 자신에게 <sprite name=Status_CoconutShield><color=#f4b900>코코넛 쉴드</color> +2,-99999
Ability,Exp/Abl_P_PowerSlam_G1,Hit 1 enemy<c> dealing <sprite name=Damage_Normal><color=#ff6f16>large damage</color> ,적 1명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>큰 피해</color> 줌 ,-99999
Ability,Exp/Abl_P_PowerSlamBurningOil_G2,Hit 1 enemy<c> dealing <sprite name=Damage_Normal><color=#ff6f16>very large damage</color> and burning oil +3 ,적 1명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>매우 큰 피해</color>를 주고 불 붙은 기름 +3 ,-99999
Ability,Exp/Abl_P_PowerSlamBurningOil_G3,Hit 1 enemy<c> dealing <sprite name=Damage_Normal><color=#ff6f16>very large damage</color> and burning oil +5 ,적 1명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>매우 큰 피해</color>를 주고 불 붙은 기름 +5 ,-99999
Ability,Exp/Abl_PowerSlamCoconutShield_G2,Hit 1 enemy<c> dealing <sprite name=Damage_Normal><color=#ff6f16>very large damage</color> . Also give yourself <sprite name=Status_CoconutShield><color=#f4b900>Coconut Shield</color> +3,적 1명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>매우 큰 피해</color> 줌 . 또한 자신에게 <sprite name=Status_CoconutShield><color=#f4b900>코코넛 쉴드</color> +3,-99999
Ability,Exp/Abl_PowerSlamCoconutShield_G3,Hit 1 enemy<c> dealing <sprite name=Damage_Normal><color=#ff6f16>very large damage</color> . Also give yourself <sprite name=Status_CoconutShield><color=#f4b900>Coconut Shield</color> +5,적 1명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>매우 큰 피해</color> 줌 . 또한 자신에게 <sprite name=Status_CoconutShield><color=#f4b900>코코넛 쉴드</color> +5,-99999
Ability,Exp/Abl_PowerSlamWide_G2,Hit 2 enemies<c> dealing <sprite name=Damage_Normal><color=#ff6f16>very large damage</color> ,적 2명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>매우 큰 피해</color> 줌 ,-99999
Ability,Exp/Abl_PowerSlamWide_G3,Hit 3 enemies<c> dealing <sprite name=Damage_Normal><color=#ff6f16>very large damage</color> ,적 3명을 타격해서 <sprite name=Damage_Normal><color=#ff6f16>매우 큰 피해</color> 줌 ,-99999
Ability,Exp/Abl_P_TeaForkShoot_G1,Throws a tea fork that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> to 3 random enemies. ,랜덤한 적 3명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주는 티 포크를 던짐 ,-99999
Ability,Exp/Abl_P_TeaForkShootEnergyDrink_G2,Throws a tea fork that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> to 3 random enemies. . Also give yourself <sprite name=Status_EnergyDrink><color=#f4b900>Energy Drink</color> +1,랜덤한 적 3명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주는 티 포크를 던짐 . 또한 자신에게 <sprite name=Status_EnergyDrink><color=#f4b900>에너지 드링크</color> +1,-99999
Ability,Exp/Abl_P_TeaForkShootEnergyDrink_G3,Throws a tea fork that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> to 3 random enemies. . Also give yourself <sprite name=Status_EnergyDrink><color=#f4b900>Energy Drink</color> +2,랜덤한 적 3명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주는 티 포크를 던짐 . 또한 자신에게 <sprite name=Status_EnergyDrink><color=#f4b900>에너지 드링크</color> +2,-99999
Ability,Exp/Abl_P_TeaForkShootFreeze_G2,Deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> to 2 random enemies and <sprite name=Status_Freeze><color=#00baff>freeze</color> +1 ,랜덤한 적 2명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Freeze><color=#00baff>동결</color> +1 ,-99999
Ability,Exp/Abl_P_TeaForkShootFreeze_G3,Deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> to 2 random enemies and <sprite name=Status_Freeze><color=#00baff>freeze</color> +1 ,랜덤한 적 2명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Freeze><color=#00baff>동결</color> +1 ,-99999
Ability,Exp/Abl_P_TeaForkShootPlus_G2,Throws a tea fork that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> to 5 random enemies. ,랜덤한 적 5명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주는 티 포크를 던짐 ,-99999
Ability,Exp/Abl_P_TeaForkShootPlus_G3,Throws a tea fork that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> to 7 random enemies. ,랜덤한 적 7명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주는 티 포크를 던짐 ,-99999
Ability,Exp/Abl_P_TeaForkDrop_G1,Drops a tea fork that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> to 4 random enemies. ,랜덤한 적 4명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주는 티 포크를 낙하시킴 ,-99999
Ability,Exp/Abl_P_TeaForkDropMeat_G2,Drops a tea fork that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> to 4 random enemies. . Also give yourself <sprite name=Status_Meat><color=#f4b900>well-cooked meat</color> +2,랜덤한 적 4명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주는 티 포크를 낙하시킴 . 또한 자신에게 <sprite name=Status_Meat><color=#f4b900>잘 구운 고기</color> +2,-99999
Ability,Exp/Abl_P_TeaForkDropMeat_G3,Drops a tea fork that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> to 6 random enemies. . Also give yourself <sprite name=Status_Meat><color=#f4b900>well-cooked meat</color> +3,랜덤한 적 6명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주는 티 포크를 낙하시킴 . 또한 자신에게 <sprite name=Status_Meat><color=#f4b900>잘 구운 고기</color> +3,-99999
Ability,Exp/Abl_P_TeaForkDropStickyJam_G2,Drops a tea fork that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> to 3 random enemies and creates a <sprite name=Status_Jam><color=#f4b900>sticky jam</color> +1 ,랜덤한 적 3명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Jam><color=#f4b900>끈적이는 잼</color> +1하는 티 포크를 낙하시킴 ,-99999
Ability,Exp/Abl_P_TeaForkDropStickyJam_G3,Drops a tea fork that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> to 5 random enemies and creates a <sprite name=Status_Jam><color=#f4b900>sticky jam</color> +1 ,랜덤한 적 5명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Jam><color=#f4b900>끈적이는 잼</color> +1하는 티 포크를 낙하시킴 ,-99999
Ability,Exp/Abl_P_TeaForkDropMintCandy_G2,Drops a tea fork that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> to 4 random enemies. . Also give yourself <sprite name=Status_MintCandy><color=#00baff>Mint Candy</color> +2,랜덤한 적 4명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주는 티 포크를 낙하시킴 . 또한 자신에게 <sprite name=Status_MintCandy><color=#00baff>민트 사탕</color> +2,-99999
Ability,Exp/Abl_P_TeaForkDropMintCandy_G3,Drops a tea fork that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> to 6 random enemies. . Also give yourself <sprite name=Status_MintCandy><color=#00baff>Mint Candy</color> +3,랜덤한 적 6명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주는 티 포크를 낙하시킴 . 또한 자신에게 <sprite name=Status_MintCandy><color=#00baff>민트 사탕</color> +3,-99999
Ability,Exp/Abl_P_TeaForkDropPlus_G2,Drops a tea fork that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> to 7 random enemies. ,랜덤한 적 7명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주는 티 포크를 낙하시킴 ,-99999
Ability,Exp/Abl_P_TeaForkDropPlus_G3,Drops a tea fork that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> to 10 random enemies. ,랜덤한 적 10명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주는 티 포크를 낙하시킴 ,-99999
Ability,Exp/Abl_P_JamBottle_G1,Throws a bottle that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> and applies <sprite name=Status_Jam><color=#f4b900>sticky jam</color> +1 to 3 enemies ,적 3명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Jam><color=#f4b900>끈적이는 잼</color> +1 주는 병을 던짐 ,-99999
Ability,Exp/Abl_P_JamBottle_G2,Throws a bottle that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> and applies <sprite name=Status_Jam><color=#f4b900>sticky jam</color> +1 to 4 enemies ,적 4명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Jam><color=#f4b900>끈적이는 잼</color> +1 주는 병을 던짐 ,-99999
Ability,Exp/Abl_P_JamBottle_G3,Throws a bottle that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> and applies <sprite name=Status_Jam><color=#f4b900>sticky jam</color> +1 to 5 enemies ,적 5명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Jam><color=#f4b900>끈적이는 잼</color> +1 주는 병을 던짐 ,-99999
Ability,Exp/Abl_P_JamBottleCoconutShield_G2,Throws a bottle that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> and applies <sprite name=Status_Jam><color=#f4b900>sticky jam</color> +1 to 3 enemies . Also give yourself <sprite name=Status_CoconutShield><color=#f4b900>Coconut Shield</color> +1,적 3명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Jam><color=#f4b900>끈적이는 잼</color> +1 주는 병을 던짐 . 또한 자신에게 <sprite name=Status_CoconutShield><color=#f4b900>코코넛 쉴드</color> +1,-99999
Ability,Exp/Abl_P_JamBottleCoconutShield_G3,Throws a bottle that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> and applies <sprite name=Status_Jam><color=#f4b900>sticky jam</color> +1 to 4 enemies . Also give yourself <sprite name=Status_CoconutShield><color=#f4b900>Coconut Shield</color> +1,적 4명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Jam><color=#f4b900>끈적이는 잼</color> +1 주는 병을 던짐 . 또한 자신에게 <sprite name=Status_CoconutShield><color=#f4b900>코코넛 쉴드</color> +1,-99999
Ability,Exp/Abl_P_FireBottle_G1,Throws a bottle that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> and <sprite name=Status_Flame><color=#ff6f16>burning oil</color> +1 to 3 enemies ,적 3명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Flame><color=#ff6f16>불 붙은 기름</color> +1 주는 병을 던짐 ,-99999
Ability,Exp/Abl_P_FireBottle_G2,Throws a bottle that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> and <sprite name=Status_Flame><color=#ff6f16>burning oil</color> +1 to 4 enemies ,적 4명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Flame><color=#ff6f16>불 붙은 기름</color> +1 주는 병을 던짐 ,-99999
Ability,Exp/Abl_P_FireBottle_G3,Throws a bottle that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> and <sprite name=Status_Flame><color=#ff6f16>burning oil</color> +1 to 5 enemies ,적 5명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Flame><color=#ff6f16>불 붙은 기름</color> +1 주는 병을 던짐 ,-99999
Ability,Exp/Abl_P_FireBottlePlus_G2,Throws a bottle that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> and <sprite name=Status_Flame><color=#ff6f16>burning oil</color> +1 to 2 enemies (repeat 2 times) ,적 2명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Flame><color=#ff6f16>불 붙은 기름</color> +1 주는 병을 던짐 (2회 반복) ,-99999
Ability,Exp/Abl_P_FireBottlePlus_G3,Throws a bottle that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> and <sprite name=Status_Flame><color=#ff6f16>burning oil</color> +1 to 3 enemies (repeat 2 times) ,적 3명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Flame><color=#ff6f16>불 붙은 기름</color> +1 주는 병을 던짐 (2회 반복) ,-99999
Ability,Exp/Abl_P_IceBottle_G1,Throws a bottle that deals <sprite name=Damage_Normal><color=#ff6f16>small damage</color> and <sprite name=Status_Freeze><color=#00baff>freeze</color> +1 to 3 enemies ,적 3명에게<c> <sprite name=Damage_Normal><color=#ff6f16>작은 피해</color>를 주고 <sprite name=Status_Freeze><color=#00baff>동결</color> +1 주는 병을 던짐 ,-99999
